codigo_glaciar,nombre,tipo_glaciar,area_km2,region,provincia,comuna,latitud,longitud,cuenca,macrozona,altitud_media_msnm,altitud_max_msnm,altitud_min_msnm,volumen_hielo_km3,volumen_agua_km3,pendiente_grados,orientacion,anio_inventario
CL112445050A,sin_nombre,GLACIAR DE MONTAÑA,2.31808069026,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.3009274339642,-72.8561699850103,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,763.205002465,1072,522,0.0891916711861,0.0758129205082,17.5410043596,NE,2019
CL112445052@,sin_nombre,GLACIARETE,0.00987492523157,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2804047995004,-72.8480367551388,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,825.496932515,873,784,5.41286565675e-05,4.60093580824e-05,23.2089678993,NE,2019
CL112445055@,sin_nombre,GLACIARETE,0.0122121701347,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2821237710446,-72.8357646116357,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,706.951219512,750,656,7.22142245594e-05,6.13820908755e-05,24.3312698318,NE,2019
CL112445012A,sin_nombre,GLACIAR DE MONTAÑA,1.19336985942,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2392982109626,-72.9824572361451,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,739.880300889,922,492,0.0362266873469,0.0307926842449,19.8239491312,N,2019
CL112445029A,sin_nombre,GLACIAR DE MONTAÑA,0.857435667418,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2670247179728,-73.0119745632709,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,826.61905765,1038,627,0.0231312635527,0.0196615740198,21.2998698066,S,2019
CL112445017@,sin_nombre,GLACIAR DE MONTAÑA,1.07893893453,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2593699759666,-72.9939198736693,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,873.801128113,1079,540,0.0315952361865,0.0268559507585,22.1941102116,NE,2019
CL112445027A,sin_nombre,GLACIARETE,0.0288293601515,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2600939080669,-73.0056828103601,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,980.325102881,1047,830,0.000231654616772,0.000196906424256,26.5107296553,NE,2019
CL112445028@,sin_nombre,GLACIARETE,0.0483381561688,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2603708160515,-73.0093837099316,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,854.814445828,932,773,0.000467117888601,0.000397050205311,30.6602166516,NW,2019
CL112445023@,sin_nombre,GLACIAR DE MONTAÑA,0.707711862523,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2322871701119,-73.03563747939,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,703.182630907,799,503,0.0178278962029,0.0151537117725,16.2255813021,S,2019
CL112445009@,sin_nombre,GLACIARETE,0.0211248450573,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2330051299506,-73.0178541970687,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,770.667613636,805,739,0.00015191116113,0.000129124486961,18.1803234609,E,2019
CL112445024@,sin_nombre,GLACIAR DE MONTAÑA,2.33393422008,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2412502429296,-73.0053399694386,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,728.498811492,915,514,0.0900204347554,0.0765173695421,17.1190353162,S,2019
CL112445011@,sin_nombre,GLACIAR DE MONTAÑA,1.54863688877,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2455292988432,-72.9603942743171,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,774.217884914,970,548,0.0515948634298,0.0438556339153,15.5101556357,NE,2019
CL112445013A,sin_nombre,GLACIAR DE MONTAÑA,1.23661684698,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2296303755269,-72.9961418289228,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,737.190004876,880,468,0.0380196373895,0.0323166917811,18.8374140822,NE,2019
CL112445019@,sin_nombre,GLACIAR DE MONTAÑA,0.975663861993,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.251308282812,-72.9712592103225,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,781.795075898,974,517,0.0275629220937,0.0234284837796,26.4868447529,S,2019
CL112445016@,sin_nombre,GLACIAR DE MONTAÑA,0.957100955356,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2689037670305,-72.9977820315563,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,848.73199446,1096,588,0.0268537243357,0.0228256656853,21.9231184561,SE,2019
CL112445001A,sin_nombre,GLACIAR DE MONTAÑA,0.298041382609,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2254455667224,-73.041711688268,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,752.09048677,786,661,0.00551363693064,0.00468659139104,13.3329386751,N,2019
CL112445005@,sin_nombre,GLACIARETE,0.0193546473019,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.2129323289088,-73.049202340061,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,713.176470588,792,673,0.000134900158524,0.000114665134745,27.7671726304,S,2019
CL112446002@,sin_nombre,GLACIARETE,0.00402983542444,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.3364915843429,-72.5836466612713,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,683.242857143,707,660,1.60405679006e-05,1.36344827155e-05,20.7596635274,E,2019
CL112446008@,sin_nombre,GLACIARETE,0.00578319842816,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.3185501177939,-72.5981824766783,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,851.989010989,902,807,2.61882792458e-05,2.22600373589e-05,39.9631924367,NE,2019
CL112446011@,sin_nombre,GLACIARETE,0.0113187146309,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.3071279525275,-72.5829447211906,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,910.567567568,928,891,6.51399677239e-05,5.53689725653e-05,20.2420807787,S,2019
CL112446010@,sin_nombre,GLACIARETE,0.0948973401209,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.3070580857317,-72.5897975934325,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,841.896136795,899,748,0.00116675210193,0.000991739286641,24.9114231859,S,2019
CL112446013A,sin_nombre,GLACIARETE,0.00702881063226,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.3028350491134,-72.5706299467665,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,777.453781513,801,752,3.41242818827e-05,2.90056396003e-05,23.596690246,SE,2019
CL112446012@,sin_nombre,GLACIARETE,0.19250594545,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.3073458904539,-72.5783829982907,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,869.776352831,940,714,0.00304674121471,0.0025897300325,24.1002066022,SE,2019
CL112424008A,sin_nombre,GLACIARETE,0.0730596966595,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0653591926449,-73.2701773300408,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,885.626137304,980,782,0.000818192929954,0.000695463990461,20.2382110768,NE,2019
CL112424001@,sin_nombre,GLACIARETE,0.209943293441,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0539457748907,-73.2888007129944,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,846.987896254,952,730,0.00342718289742,0.00291310546281,23.7456507701,S,2019
CL112424015@,sin_nombre,GLACIAR DE MONTAÑA,0.29735744264,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0083480851916,-73.2286541788611,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,739.422466422,872,545,0.00549647439671,0.0046720032372,29.6787126481,S,2019
CL112424019@,sin_nombre,GLACIARETE,0.122453119515,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9977451433708,-73.2125858485619,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,764.724530168,884,599,0.00164899732441,0.00140164772575,26.2490122038,E,2019
CL112423009@,sin_nombre,GLACIAR DE MONTAÑA,0.60520675746,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9571929660005,-73.1559721035609,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,807.172009617,952,568,0.0144174440223,0.012254827419,23.9830655495,SE,2019
CL112444021@,sin_nombre,GLACIARETE,0.0214495978173,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.1004620942544,-72.7057534445006,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,792.755617978,809,780,0.000155088877028,0.000131825545474,8.72361024578,E,2019
CL112444014@,sin_nombre,GLACIARETE,0.110127151845,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.1005294071454,-72.7604225114225,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,760.424657534,842,671,0.00142789269221,0.00121370878838,24.9840451238,SE,2019
CL112444008@,sin_nombre,GLACIARETE,0.0351133715608,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0901352944749,-72.7541875912268,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,824.390034364,896,779,0.000302726950505,0.000257317907929,18.9154400555,NW,2019
CL112444006A,sin_nombre,GLACIAR DE MONTAÑA,2.24587585288,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0633176945429,-72.7783283651626,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,870.647643683,1162,574,0.0854427695103,0.0726263540838,18.8851934221,S,2019
CL112444005@,sin_nombre,GLACIARETE,0.0581617592497,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0708374599351,-72.8141858227017,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,775.890965732,868,655,0.000600423931894,0.00051036034211,28.7531250907,S,2019
CL112443061@,sin_nombre,GLACIARETE,0.0466723528084,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.059475093151,-72.8292013807273,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,889.138421734,936,783,0.000445408874425,0.000378597543261,27.2622855521,S,2019
CL112444026@,sin_nombre,GLACIAR DE MONTAÑA,0.404150364245,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0533089528451,-72.7307634916077,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,824.505537264,1032,648,0.00833534685176,0.007085044824,20.0287387654,NE,2019
CL112444017A,sin_nombre,GLACIAR DE MONTAÑA,1.33046897643,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0721151965403,-72.7319315884287,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,744.213737337,1078,492,0.041987431544,0.0356893168124,21.958583582,SE,2019
CL112443053@,sin_nombre,GLACIAR DE MONTAÑA,1.36178402672,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0571450934297,-72.7517098391138,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,868.35784096,1201,473,0.0433340954817,0.0368339811594,21.6176088874,NE,2019
CL112444025@,sin_nombre,GLACIAR DE MONTAÑA,2.62183996686,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0627328282979,-72.7311376813773,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,807.446610228,1194,410,0.105412823362,0.0896008998577,18.6750473962,NE,2019
CL112443056@,sin_nombre,GLACIARETE,0.169804797572,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0480952555922,-72.7923447264372,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,888.97639485,1037,678,0.00256972678219,0.00218426776486,30.0453950168,SW,2019
CL112443055@,sin_nombre,GLACIAR DE MONTAÑA,1.18457608452,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0446460856386,-72.781388305426,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,910.813154801,1146,547,0.0358649142875,0.0304851771444,24.5509093335,N,2019
CL112443054A,sin_nombre,GLACIAR DE MONTAÑA,0.710861598088,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0495678870458,-72.7628174820558,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,860.792212209,1183,521,0.0179356523651,0.0152453045103,27.3863951395,NE,2019
CL112443010B,sin_nombre,GLACIARETE,0.0889978708432,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.00810387136,-72.856610651393,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,798.60845839,894,695,0.00106943156899,0.000909016833641,25.3171695983,SE,2019
CL112443041@,sin_nombre,GLACIARETE,0.126058540001,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9990456224557,-72.849356804223,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,848.644552058,938,681,0.0017152263279,0.00145794237871,17.7758907095,NE,2019
CL112443024A,sin_nombre,GLACIARETE,0.04181377896,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9847544392811,-72.8901643665544,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,982.530758226,1026,932,0.000383685433565,0.00032613261853,27.5517166599,NE,2019
CL112443006A,sin_nombre,GLACIARETE,0.0193887572285,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9914588872571,-72.8838198171526,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,879.649681529,1015,780,0.000135222877408,0.000114939445797,38.8944717441,S,2019
CL112443037A,sin_nombre,GLACIARETE,0.05956283222,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9608489891257,-72.8652647955361,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,903.697061803,956,763,0.000620135219193,0.000527114936314,20.0280080895,SE,2019
CL112443016@,sin_nombre,GLACIARETE,0.0686944389599,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9762104456953,-72.8705018536326,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,897.143485915,1102,675,0.000752570941709,0.000639685300453,29.797452122,SW,2019
CL112443035@,sin_nombre,GLACIARETE,0.239837716864,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9706259814192,-72.8639403210901,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,923.391051567,1119,607,0.00410575359736,0.00348989055776,30.8875894818,NE,2019
CL112443025@,sin_nombre,GLACIARETE,0.0906597699749,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9388859918786,-72.9033752814489,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,933.79105474,1032,788,0.00109662082666,0.000932127702661,28.6230731198,SE,2019
CL112443026@,sin_nombre,GLACIARETE,0.170140718649,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9411246145724,-72.9085417732044,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,928.210282042,1047,666,0.00257662770808,0.00219013355187,30.4987672339,S,2019
CL112443013@,sin_nombre,GLACIARETE,0.0943665533374,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9451407464009,-72.9145243509445,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,867.35581246,925,745,0.0011579052214,0.00098421943819,23.5694565693,SE,2019
CL112443046A,sin_nombre,GLACIAR DE MONTAÑA,0.608263514745,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.8977061163019,-72.8758617590427,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,1135.49355064,1460,830,0.0145163485681,0.0123388962829,27.7041366252,SW,2019
CL112442100@,sin_nombre,GLACIAR DE MONTAÑA,0.707838815386,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.8635962843168,-72.7926554252668,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,923.300489228,1234,429,0.0178322361045,0.0151574006888,28.677854763,SE,2019
CL112442101@,sin_nombre,GLACIAR DE MONTAÑA,0.61856677017,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.8547388231681,-72.7926947374867,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,888.987339287,1139,610,0.0148510259447,0.012623372053,26.8224665074,NE,2019
CL112442105A,sin_nombre,GLACIAR DE MONTAÑA,0.57154268626,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.8605271561221,-72.8067422813544,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,977.330284012,1112,760,0.0133401252592,0.0113391064703,25.2164867939,N,2019
CL112442110A,sin_nombre,GLACIARETE,0.0440100200296,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.8688897651484,-72.8490662698549,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,1136.55769231,1233,1023,0.000411286387145,0.000349593429073,31.3597381901,N,2019
CL112442109@,sin_nombre,GLACIAR DE MONTAÑA,0.361149437574,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.8733878322562,-72.8622456547284,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,996.201580363,1190,729,0.00715527025065,0.00608197971305,29.140423416,N,2019
CL112423043B,sin_nombre,GLACIARETE,0.0146145919994,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.9890419261146,-73.0202901084041,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,973.383673469,1013,907,9.2142587946e-05,7.83211997541e-05,24.8645703647,N,2019
CL112423062B,sin_nombre,GLACIARETE,0.145433272517,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.047779492875,-73.0830790528135,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,758.770798669,829,613,0.00208247408176,0.0017701029695,14.5333655823,E,2019
CL112423061B,sin_nombre,GLACIARETE,0.0100687618936,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0524663008577,-73.0804665812524,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,739.488095238,767,714,5.55755012035e-05,4.7239176023e-05,20.058600965,S,2019
CL112443010A,sin_nombre,GLACIARETE,0.0989985264864,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-53.0040177139218,-72.8626068982782,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,997.369485294,1091,859,0.00123570000185,0.00105034500157,28.4502467659,S,2019
CL112420001@,sin_nombre,GLACIARETE,0.0458976059072,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.7137207600731,-72.7868079578665,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,742.998664887,840,652,0.000435405523643,0.000370094695097,25.5700215357,S,2019
CL112420002@,sin_nombre,GLACIARETE,0.176746973913,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.7111159394523,-72.7789672810871,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,882.168391994,998,725,0.00271332306315,0.00230632460368,22.2861254859,E,2019
CL112420003@,sin_nombre,GLACIARETE,0.129488998675,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.7063377459232,-72.7742608451229,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,876.321260583,967,763,0.00177887269136,0.00151204178766,23.6544176213,SE,2019
CL112420004@,sin_nombre,GLACIARETE,0.0197228450235,MAGALLANES Y ANTARTICA CHILENA,MAGALLANES,RIO VERDE,-52.7019349468639,-72.7680189531147,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,835.642201835,868,783,0.000138394412338,0.000117635250487,18.8504196774,SE,2019
CL112411028@,sin_nombre,GLACIARETE,0.141719983496,MAGALLANES Y ANTARTICA CHILENA,ULTIMA ESPERANZA,PUERTO NATALES,-52.1501416841322,-72.9310892023023,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,937.451935624,1026,847,0.00201065173668,0.00170905397618,24.6895688283,E,2019
CL112411029@,sin_nombre,GLACIARETE,0.0313885525899,MAGALLANES Y ANTARTICA CHILENA,ULTIMA ESPERANZA,PUERTO NATALES,-52.1506219665576,-72.927252798447,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,837.030120482,864,810,0.000259994104425,0.000220994988761,17.4453680898,NE,2019
CL112411019@,sin_nombre,GLACIARETE,0.109987511578,MAGALLANES Y ANTARTICA CHILENA,ULTIMA ESPERANZA,PUERTO NATALES,-52.1280187501975,-72.9053981155163,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,1015.61313869,1044,922,0.00142543632469,0.00121162087599,18.9410579825,E,2019
CL112411017A,sin_nombre,GLACIARETE,0.0502038749116,MAGALLANES Y ANTARTICA CHILENA,ULTIMA ESPERANZA,PUERTO NATALES,-52.1327923203244,-72.9054727281796,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,913.041412911,987,830,0.000491751046795,0.000417988389776,21.8860124136,SE,2019
CL112413004@,sin_nombre,GLACIARETE,0.0231807742285,MAGALLANES Y ANTARTICA CHILENA,ULTIMA ESPERANZA,PUERTO NATALES,-52.0063723771209,-73.0463101247554,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,952.838196286,1014,883,0.00017231515328,0.000146467880288,33.8461806755,S,2019
CL112413003@,sin_nombre,GLACIARETE,0.0182511522175,MAGALLANES Y ANTARTICA CHILENA,ULTIMA ESPERANZA,PUERTO NATALES,-52.0085210715735,-73.052385938436,"COSTERAS E ISLAS ENTRE R HOLLEMBERG, GOLFO ALTE. LAGUNA BLANCA",MACROZONA AUSTRAL,835.389830508,915,773,0.000124570664103,0.000105885064488,36.2995305886,SE,2019
